Hour,Date,App_Opens,Trips,Distance to Closest Bike,Battery % - Start,Battery % - End,Starting Geo,Ending Geo,,,,,
18,28-Jul,1,1,0.08,60,59,Geo 3,Geo 4,,,,,
18,28-Jul,1,1,0.39,30,27,Geo 2,Geo 2,,,,,
18,28-Jul,1,1,0.42,60,39,Geo 2,Geo 4,,,,,
18,28-Jul,1,1,0.25,40,24,Geo 1,Geo 1,,,,,
18,28-Jul,1,1,0.1,56,54,Geo 4,Geo 2,,,,,
18,28-Jul,1,1,0.09,30,24,Geo 1,Geo 1,,,,,
19,28-Jul,1,1,0.09,98,92,Geo 2,Geo 1,,,,,
18,28-Jul,1,1,0.34,68,59,Geo 2,Geo 2,,,,,
18,28-Jul,1,1,0.48,58,47,Geo 4,Geo 1,,,,,
18,28-Jul,1,1,0.2,36,29,Geo 2,Geo 1,,,,,
18,28-Jul,1,1,0.35,46,27,Geo 4,Geo 4,,,,,
18,28-Jul,1,1,0.05,76,63,Geo 1,Geo 2,,,,,
18,28-Jul,1,1,0.34,72,45,Geo 1,Geo 1,,,,,
18,28-Jul,1,1,0.43,49,41,Geo 2,Geo 3,,,,,
17,28-Jul,1,1,0.08,71,68,Geo 4,Geo 1,,,,,
18,28-Jul,1,1,0.41,63,43,Geo 1,Geo 2,,,,,
19,28-Jul,1,1,0.43,45,42,Geo 4,Geo 1,,,,,
19,28-Jul,1,1,0.34,37,34,Geo 3,Geo 3,,,,,
19,28-Jul,1,1,0.24,35,29,Geo 1,Geo 2,,,,,
19,28-Jul,1,1,0.11,48,29,Geo 4,Geo 2,,,,,
19,28-Jul,2,1,0.2,84,75,Geo 2,Geo 3,,,,,
19,28-Jul,1,1,0.19,63,55,Geo 1,Geo 5,,,,,
19,28-Jul,1,1,0.37,87,83,Geo 2,Geo 3,,,,,
19,28-Jul,1,1,0.27,34,23,Geo 2,Geo 4,,,,,
19,28-Jul,1,1,0.1,40,18,Geo 2,Geo 5,,,,,
19,28-Jul,1,1,0.44,40,26,Geo 1,Geo 5,,,,,
19,28-Jul,2,1,0.21,35,24,Geo 2,Geo 3,,,,,
19,28-Jul,1,1,0.03,75,71,Geo 2,Geo 2,,,,,
19,28-Jul,1,1,0.01,35,19,Geo 2,Geo 3,,,,,
19,28-Jul,1,1,0.13,34,18,Geo 4,Geo 1,,,,,
19,28-Jul,1,1,0.44,53,52,Geo 2,Geo 3,,,,,
19,28-Jul,1,1,0.08,44,32,Geo 3,Geo 2,,,,,
19,28-Jul,1,1,0.08,33,21,Geo 2,Geo 2,,,,,
19,28-Jul,1,1,0.3,51,35,Geo 4,Geo 3,,,,,
19,28-Jul,1,1,0.17,83,68,Geo 1,Geo 1,,,,,
19,28-Jul,1,1,0.14,58,47,Geo 2,Geo 3,,,,,
19,28-Jul,1,1,0.37,81,74,Geo 1,Geo 1,,,,,
19,28-Jul,1,1,0.14,43,43,Geo 3,Geo 4,,,,,
19,28-Jul,1,1,0.44,61,40,Geo 1,Geo 3,,,,,
19,28-Jul,1,1,0.15,94,83,Geo 3,Geo 1,,,,,
19,28-Jul,1,1,0,34,18,Geo 2,Geo 2,,,,,
19,28-Jul,1,1,0.19,88,77,Geo 1,Geo 1,,,,,
19,28-Jul,1,1,0.15,39,18,Geo 1,Geo 4,,,,,
19,28-Jul,1,1,0.22,40,23,Geo 3,Geo 2,,,,,
19,28-Jul,1,1,0.29,75,64,Geo 2,Geo 4,,,,,
19,28-Jul,1,1,0.41,54,45,Geo 1,Geo 2,,,,,
19,28-Jul,1,1,0.17,52,32,Geo 2,Geo 5,,,,,
19,28-Jul,1,1,0.4,32,24,Geo 4,Geo 3,,,,,
19,28-Jul,1,1,0.44,58,38,Geo 4,Geo 4,,,,,
19,28-Jul,1,1,0.31,43,28,Geo 3,Geo 2,,,,,
19,28-Jul,1,1,0.41,55,35,Geo 2,Geo 2,,,,,
19,28-Jul,1,1,0.41,32,20,Geo 1,Geo 1,,,,,
19,28-Jul,1,1,0.03,33,31,Geo 1,Geo 2,,,,,
19,28-Jul,1,1,0.36,57,32,Geo 2,Geo 1,,,,,
19,28-Jul,1,1,0.1,30,27,Geo 2,Geo 1,,,,,
19,28-Jul,1,1,0.24,33,16,Geo 1,Geo 1,,,,,
19,28-Jul,1,1,0.21,41,20,Geo 4,Geo 3,,,,,
19,28-Jul,2,1,0.36,46,32,Geo 2,Geo 5,,,,,
19,28-Jul,1,1,0.41,57,43,Geo 3,Geo 1,,,,,
19,28-Jul,2,1,0.34,39,29,Geo 2,Geo 3,,,,,
19,28-Jul,1,1,0.28,34,21,Geo 4,Geo 5,,,,,
19,28-Jul,1,1,0.28,57,39,Geo 3,Geo 1,,,,,
19,28-Jul,1,1,0.32,36,21,Geo 4,Geo 2,,,,,
19,28-Jul,1,1,0.42,41,21,Geo 2,Geo 1,,,,,
19,28-Jul,1,1,0.28,75,64,Geo 1,Geo 2,,,,,
19,28-Jul,1,1,0.39,36,21,Geo 1,Geo 1,,,,,
18,28-Jul,1,1,0.38,35,32,Geo 3,Geo 1,,,,,
19,28-Jul,1,1,0.05,45,32,Geo 2,Geo 4,,,,,
11,28-Jul,1,1,0.43,31,27,Geo 3,Geo 1,,,,,
19,28-Jul,1,1,0.14,47,38,Geo 1,Geo 4,,,,,
19,28-Jul,1,1,0.15,70,47,Geo 1,Geo 2,,,,,
19,28-Jul,1,1,0.21,33,31,Geo 3,Geo 1,,,,,
19,28-Jul,1,1,0.42,72,65,Geo 1,Geo 2,,,,,
19,28-Jul,1,1,0.1,33,20,Geo 2,Geo 2,,,,,
19,28-Jul,1,1,0.38,33,24,Geo 2,Geo 2,,,,,
19,28-Jul,1,1,0.22,60,53,Geo 4,Geo 5,,,,,
19,28-Jul,1,1,0.25,58,42,Geo 2,Geo 1,,,,,
19,28-Jul,1,1,0.05,61,45,Geo 3,Geo 2,,,,,
19,28-Jul,1,1,0.15,30,26,Geo 3,Geo 1,,,,,
19,28-Jul,1,1,0.2,49,33,Geo 4,Geo 4,,,,,
19,28-Jul,1,1,0.34,54,50,Geo 1,Geo 5,,,,,
19,28-Jul,1,1,0.23,30,17,Geo 1,Geo 1,,,,,
20,28-Jul,1,1,0.2,75,63,Geo 2,Geo 3,,,,,
20,28-Jul,1,1,0.41,50,33,Geo 2,Geo 2,,,,,
20,28-Jul,1,1,0.07,35,26,Geo 2,Geo 1,,,,,
20,28-Jul,1,1,0.18,92,90,Geo 2,Geo 2,,,,,
20,28-Jul,1,1,0.38,52,47,Geo 1,Geo 1,,,,,
20,28-Jul,1,1,0.16,62,58,Geo 2,Geo 4,,,,,
20,28-Jul,1,1,0.06,60,51,Geo 3,Geo 5,,,,,
20,28-Jul,1,1,0.2,54,44,Geo 2,Geo 4,,,,,
20,28-Jul,1,1,0.32,40,22,Geo 1,Geo 1,,,,,
19,28-Jul,1,1,0,82,78,Geo 4,Geo 2,,,,,
20,28-Jul,1,1,0.49,39,23,Geo 2,Geo 3,,,,,
20,28-Jul,1,1,0.41,56,37,Geo 1,Geo 3,,,,,
20,28-Jul,1,1,0.25,82,79,Geo 2,Geo 4,,,,,
20,28-Jul,1,1,0.2,85,76,Geo 2,Geo 4,,,,,
20,28-Jul,1,1,0.42,73,70,Geo 2,Geo 1,,,,,
20,28-Jul,1,1,0.5,41,28,Geo 2,Geo 1,,,,,
20,28-Jul,1,1,0.08,32,23,Geo 2,Geo 3,,,,,
20,28-Jul,1,1,0.47,73,66,Geo 3,Geo 3,,,,,
20,28-Jul,1,1,0.03,35,22,Geo 3,Geo 5,,,,,
20,28-Jul,1,1,0.2,40,32,Geo 1,Geo 5,,,,,
20,28-Jul,1,1,0.42,40,25,Geo 4,Geo 1,,,,,
20,28-Jul,1,1,0.35,43,41,Geo 4,Geo 3,,,,,
20,28-Jul,1,1,0.01,64,50,Geo 1,Geo 1,,,,,
20,28-Jul,1,1,0.3,37,26,Geo 2,Geo 1,,,,,
20,28-Jul,1,1,0.43,48,44,Geo 4,Geo 3,,,,,
16,28-Jul,1,1,0.22,73,47,Geo 4,Geo 4,,,,,
17,28-Jul,1,1,0.34,67,53,Geo 4,Geo 3,,,,,
20,28-Jul,1,1,0.24,42,25,Geo 2,Geo 1,,,,,
20,28-Jul,1,1,0.19,82,80,Geo 3,Geo 4,,,,,
20,28-Jul,1,1,0.46,75,71,Geo 1,Geo 1,,,,,
20,28-Jul,1,1,0.3,51,38,Geo 1,Geo 1,,,,,
20,28-Jul,1,1,0.45,35,19,Geo 3,Geo 3,,,,,
20,28-Jul,1,1,0.25,72,65,Geo 2,Geo 1,,,,,
20,28-Jul,1,1,0.08,92,86,Geo 2,Geo 2,,,,,
20,28-Jul,1,1,0.29,33,28,Geo 2,Geo 3,,,,,
20,28-Jul,1,1,0.07,81,77,Geo 3,Geo 4,,,,,
20,28-Jul,1,1,0.21,52,33,Geo 4,Geo 3,,,,,
20,28-Jul,1,1,0.46,61,60,Geo 2,Geo 1,,,,,
20,28-Jul,1,1,0.29,33,21,Geo 1,Geo 1,,,,,
20,28-Jul,1,1,0.08,42,23,Geo 2,Geo 2,,,,,
20,28-Jul,1,1,0.22,43,26,Geo 2,Geo 4,,,,,
20,28-Jul,1,1,0.32,51,33,Geo 2,Geo 1,,,,,
20,28-Jul,1,1,0.25,32,30,Geo 2,Geo 1,,,,,
20,28-Jul,1,1,0.07,30,17,Geo 1,Geo 2,,,,,
20,28-Jul,1,1,0.43,38,26,Geo 3,Geo 1,,,,,
20,28-Jul,1,1,0.45,79,76,Geo 1,Geo 2,,,,,
20,28-Jul,1,1,0.17,36,35,Geo 1,Geo 4,,,,,
20,28-Jul,1,1,0.26,83,82,Geo 2,Geo 4,,,,,
19,28-Jul,1,1,0.21,30,12,Geo 4,Geo 4,,,,,
20,28-Jul,1,1,0.43,39,32,Geo 2,Geo 3,,,,,
20,28-Jul,1,1,0.1,43,25,Geo 3,Geo 1,,,,,
20,28-Jul,1,1,0.13,58,43,Geo 3,Geo 2,,,,,
20,28-Jul,1,1,0.38,71,63,Geo 4,Geo 2,,,,,
20,28-Jul,1,1,0.03,38,21,Geo 3,Geo 2,,,,,
20,28-Jul,1,1,0.36,39,21,Geo 2,Geo 5,,,,,
20,28-Jul,1,1,0.21,33,22,Geo 1,Geo 1,,,,,
20,28-Jul,1,1,0.23,52,32,Geo 2,Geo 2,,,,,
20,28-Jul,1,1,0.07,37,19,Geo 4,Geo 4,,,,,
20,28-Jul,1,1,0.09,99,89,Geo 2,Geo 2,,,,,
20,28-Jul,1,1,0.3,31,26,Geo 4,Geo 3,,,,,
21,28-Jul,1,1,0.25,40,23,Geo 3,Geo 5,,,,,
21,28-Jul,1,1,0.15,39,30,Geo 1,Geo 4,,,,,
21,28-Jul,1,1,0.44,49,47,Geo 4,Geo 1,,,,,
21,28-Jul,1,1,0.17,58,48,Geo 2,Geo 2,,,,,
21,28-Jul,1,1,0.12,39,35,Geo 3,Geo 3,,,,,
21,28-Jul,1,1,0.37,87,77,Geo 2,Geo 1,,,,,
21,28-Jul,1,1,0.25,33,20,Geo 4,Geo 1,,,,,
21,28-Jul,1,1,0.38,71,67,Geo 1,Geo 1,,,,,
21,28-Jul,1,1,0.33,69,65,Geo 1,Geo 5,,,,,
21,28-Jul,1,1,0.37,33,29,Geo 1,Geo 2,,,,,
21,28-Jul,1,1,0.39,34,24,Geo 4,Geo 2,,,,,
21,28-Jul,1,1,0.29,32,26,Geo 3,Geo 2,,,,,
21,28-Jul,1,1,0.03,38,34,Geo 1,Geo 4,,,,,
21,28-Jul,1,1,0.41,52,46,Geo 4,Geo 2,,,,,
21,28-Jul,1,1,0.38,59,53,Geo 1,Geo 2,,,,,
21,28-Jul,1,1,0.49,61,39,Geo 1,Geo 2,,,,,
21,28-Jul,1,1,0.44,43,36,Geo 3,Geo 3,,,,,
21,28-Jul,1,1,0.37,67,57,Geo 1,Geo 2,,,,,
21,28-Jul,1,1,0.02,86,81,Geo 1,Geo 2,,,,,
21,28-Jul,1,1,0.29,72,71,Geo 2,Geo 4,,,,,
21,28-Jul,1,1,0.39,38,25,Geo 2,Geo 3,,,,,
21,28-Jul,1,1,0.36,35,16,Geo 3,Geo 5,,,,,
21,28-Jul,1,1,0.39,33,19,Geo 1,Geo 2,,,,,
21,28-Jul,1,1,0.43,70,67,Geo 2,Geo 2,,,,,
21,28-Jul,1,1,0.12,55,54,Geo 4,Geo 2,,,,,
21,28-Jul,1,1,0.19,52,42,Geo 4,Geo 3,,,,,
21,28-Jul,1,1,0.18,34,16,Geo 1,Geo 2,,,,,
21,28-Jul,1,1,0.06,59,46,Geo 4,Geo 5,,,,,
22,28-Jul,1,1,0.17,41,35,Geo 2,Geo 1,,,,,
22,28-Jul,1,1,0.14,30,23,Geo 2,Geo 1,,,,,
22,28-Jul,1,1,0.35,88,77,Geo 4,Geo 2,,,,,
22,28-Jul,1,1,0.49,90,80,Geo 3,Geo 3,,,,,
22,28-Jul,1,1,0.02,36,19,Geo 4,Geo 3,,,,,
22,28-Jul,1,1,0.29,36,32,Geo 2,Geo 3,,,,,
22,28-Jul,1,1,0.43,65,59,Geo 1,Geo 1,,,,,
22,28-Jul,1,1,0.24,98,85,Geo 2,Geo 3,,,,,
22,28-Jul,1,1,0.03,37,23,Geo 1,Geo 5,,,,,
22,28-Jul,2,1,0.48,76,66,Geo 4,Geo 2,,,,,
22,28-Jul,1,1,0.29,58,50,Geo 2,Geo 2,,,,,
22,28-Jul,1,1,0.38,43,31,Geo 2,Geo 2,,,,,
22,28-Jul,1,1,0.02,32,31,Geo 1,Geo 3,,,,,
22,28-Jul,1,1,0.23,43,25,Geo 1,Geo 1,,,,,
22,28-Jul,1,1,0.5,30,11,Geo 1,Geo 4,,,,,
22,28-Jul,1,1,0.09,47,31,Geo 3,Geo 3,,,,,
22,28-Jul,1,1,0.31,33,22,Geo 1,Geo 1,,,,,
22,28-Jul,1,1,0.1,89,82,Geo 1,Geo 1,,,,,
22,28-Jul,1,1,0.38,55,51,Geo 3,Geo 1,,,,,
22,28-Jul,1,1,0.12,30,28,Geo 3,Geo 1,,,,,
22,28-Jul,1,1,0.2,69,54,Geo 1,Geo 1,,,,,
22,28-Jul,1,1,0.2,69,58,Geo 4,Geo 5,,,,,
22,28-Jul,1,1,0.44,59,41,Geo 1,Geo 1,,,,,
22,28-Jul,1,1,0.5,88,81,Geo 3,Geo 5,,,,,
22,28-Jul,1,1,0.19,38,28,Geo 1,Geo 1,,,,,
23,28-Jul,1,1,0.4,61,43,Geo 4,Geo 1,,,,,
23,28-Jul,1,1,0.15,59,34,Geo 1,Geo 2,,,,,
23,28-Jul,1,1,0.35,89,89,Geo 2,Geo 3,,,,,
23,28-Jul,1,1,0.49,77,69,Geo 2,Geo 1,,,,,
23,28-Jul,1,1,0.09,44,28,Geo 1,Geo 3,,,,,
23,28-Jul,1,1,0.12,92,86,Geo 2,Geo 4,,,,,
23,28-Jul,1,1,0.24,59,56,Geo 2,Geo 4,,,,,
23,28-Jul,1,1,0.3,50,49,Geo 1,Geo 4,,,,,
23,28-Jul,1,1,0.21,61,32,Geo 3,Geo 2,,,,,
23,28-Jul,1,1,0.28,98,91,Geo 1,Geo 1,,,,,
23,28-Jul,1,1,0.13,49,36,Geo 2,Geo 1,,,,,
23,28-Jul,1,1,0.39,34,20,Geo 1,Geo 1,,,,,
23,28-Jul,1,1,0.48,34,18,Geo 3,Geo 3,,,,,
23,28-Jul,1,1,0.07,59,41,Geo 2,Geo 2,,,,,
23,28-Jul,1,1,0.01,32,23,Geo 1,Geo 4,,,,,
23,28-Jul,1,1,0.3,50,45,Geo 4,Geo 5,,,,,
23,28-Jul,1,1,0.4,61,50,Geo 2,Geo 3,,,,,
23,28-Jul,1,1,0.3,95,88,Geo 2,Geo 4,,,,,
23,28-Jul,1,1,0.47,51,42,Geo 2,Geo 3,,,,,
23,28-Jul,1,1,0.28,89,85,Geo 3,Geo 1,,,,,
23,28-Jul,1,1,0,34,28,Geo 2,Geo 2,,,,,
23,28-Jul,1,1,0.27,38,26,Geo 4,Geo 5,,,,,
23,28-Jul,1,1,0.1,69,65,Geo 2,Geo 1,,,,,
23,28-Jul,1,1,0.49,53,37,Geo 1,Geo 3,,,,,
23,28-Jul,1,1,0.42,61,35,Geo 4,Geo 4,,,,,
23,28-Jul,1,1,0.47,59,52,Geo 2,Geo 1,,,,,
23,28-Jul,1,1,0.32,99,89,Geo 1,Geo 4,,,,,
23,28-Jul,1,1,0.49,63,53,Geo 2,Geo 2,,,,,
23,28-Jul,1,1,0.25,40,28,Geo 2,Geo 2,,,,,
12,28-Jul,1,1,0.04,40,26,Geo 2,Geo 3,,,,,
12,28-Jul,1,1,0.04,32,24,Geo 1,Geo 2,,,,,
12,28-Jul,1,1,0.15,30,18,Geo 3,Geo 2,,,,,
12,28-Jul,1,1,0.47,55,34,Geo 3,Geo 1,,,,,
12,28-Jul,1,1,0,83,80,Geo 1,Geo 2,,,,,
12,28-Jul,1,1,0.1,100,100,Geo 1,Geo 1,,,,,
12,28-Jul,1,1,0.42,85,84,Geo 2,Geo 3,,,,,
12,28-Jul,1,1,0.39,56,54,Geo 3,Geo 2,,,,,
12,28-Jul,1,1,0.27,48,36,Geo 1,Geo 3,,,,,
13,28-Jul,1,1,0.25,78,77,Geo 4,Geo 5,,,,,
12,28-Jul,1,1,0.01,35,33,Geo 3,Geo 4,,,,,
13,28-Jul,1,1,0.05,55,39,Geo 3,Geo 3,,,,,
8,28-Jul,1,1,0.49,64,49,Geo 2,Geo 1,,,,,
15,28-Jul,1,1,0.33,100,90,Geo 3,Geo 4,,,,,
13,28-Jul,1,1,0.13,47,37,Geo 3,Geo 4,,,,,
13,28-Jul,1,1,0.38,37,33,Geo 3,Geo 1,,,,,
8,28-Jul,1,1,0.11,94,92,Geo 1,Geo 3,,,,,
16,28-Jul,1,1,0.34,38,26,Geo 3,Geo 3,,,,,
8,28-Jul,1,1,0.36,52,50,Geo 3,Geo 2,,,,,
8,28-Jul,1,1,0.39,42,23,Geo 1,Geo 1,,,,,
9,28-Jul,1,1,0.13,90,86,Geo 4,Geo 4,,,,,
10,28-Jul,1,1,0.42,33,24,Geo 3,Geo 4,,,,,
9,28-Jul,1,1,0.35,77,62,Geo 4,Geo 1,,,,,
9,28-Jul,1,1,0.33,39,27,Geo 3,Geo 3,,,,,
14,28-Jul,1,1,0.02,58,41,Geo 4,Geo 2,,,,,
0,29-Jul,1,1,0.39,62,47,Geo 2,Geo 4,,,,,
0,29-Jul,1,1,0.19,58,52,Geo 1,Geo 3,,,,,
1,29-Jul,1,1,0.16,35,20,Geo 2,Geo 1,,,,,
1,29-Jul,1,1,0.34,86,71,Geo 2,Geo 1,,,,,
1,29-Jul,1,1,0.16,94,85,Geo 1,Geo 3,,,,,
2,29-Jul,1,1,0.23,40,21,Geo 4,Geo 2,,,,,
2,29-Jul,1,1,0.01,32,26,Geo 2,Geo 2,,,,,
2,29-Jul,2,1,0.42,78,69,Geo 4,Geo 3,,,,,
3,29-Jul,1,1,0.43,39,37,Geo 2,Geo 4,,,,,
3,29-Jul,1,1,0.37,33,18,Geo 2,Geo 3,,,,,
3,29-Jul,1,1,0.38,62,55,Geo 2,Geo 1,,,,,
3,29-Jul,1,1,0.43,65,62,Geo 3,Geo 4,,,,,
3,29-Jul,1,1,0.23,32,31,Geo 1,Geo 2,,,,,
4,29-Jul,1,1,0.44,87,87,Geo 3,Geo 4,,,,,
4,29-Jul,1,1,0.29,36,30,Geo 2,Geo 3,,,,,
4,29-Jul,1,1,0.3,59,41,Geo 4,Geo 4,,,,,
5,29-Jul,1,1,0.36,34,29,Geo 3,Geo 4,,,,,
5,29-Jul,1,1,0.48,37,22,Geo 4,Geo 3,,,,,
5,29-Jul,1,1,0.09,36,25,Geo 3,Geo 3,,,,,
5,29-Jul,1,1,0.29,73,71,Geo 2,Geo 3,,,,,
6,29-Jul,1,1,0.36,62,60,Geo 4,Geo 1,,,,,
6,29-Jul,1,1,0.11,62,59,Geo 2,Geo 1,,,,,
6,29-Jul,1,1,0.48,96,92,Geo 2,Geo 2,,,,,
6,29-Jul,1,1,0.14,57,52,Geo 1,Geo 4,,,,,
6,29-Jul,2,1,0.28,38,26,Geo 2,Geo 1,,,,,
7,29-Jul,1,1,0.38,66,60,Geo 3,Geo 5,,,,,
7,29-Jul,1,1,0.27,39,18,Geo 3,Geo 3,,,,,
7,29-Jul,1,1,0.15,99,92,Geo 1,Geo 2,,,,,
7,29-Jul,2,1,0.26,49,39,Geo 2,Geo 4,,,,,
7,29-Jul,1,1,0.18,69,59,Geo 4,Geo 1,,,,,
7,29-Jul,1,1,0.3,60,33,Geo 1,Geo 2,,,,,
7,29-Jul,1,1,0.33,81,73,Geo 1,Geo 2,,,,,
7,29-Jul,1,1,0.09,38,23,Geo 1,Geo 3,,,,,
7,29-Jul,1,1,0.1,30,28,Geo 4,Geo 2,,,,,
7,29-Jul,1,1,0.18,98,97,Geo 4,Geo 1,,,,,
13,29-Jul,1,1,0.42,35,27,Geo 3,Geo 1,,,,,
11,29-Jul,1,1,0.37,51,49,Geo 4,Geo 4,,,,,
8,29-Jul,1,1,0.26,36,25,Geo 3,Geo 1,,,,,
8,29-Jul,1,1,0.38,41,28,Geo 4,Geo 4,,,,,
8,29-Jul,1,1,0.15,51,32,Geo 4,Geo 1,,,,,
8,29-Jul,1,1,0.17,53,41,Geo 1,Geo 3,,,,,
8,29-Jul,1,1,0.21,69,40,Geo 3,Geo 1,,,,,
8,29-Jul,1,1,0.16,61,37,Geo 1,Geo 2,,,,,
9,29-Jul,1,1,0.35,48,32,Geo 1,Geo 3,,,,,
12,29-Jul,1,1,0.05,31,17,Geo 4,Geo 2,,,,,
9,29-Jul,1,1,0.24,33,24,Geo 3,Geo 1,,,,,
9,29-Jul,1,1,0.34,68,54,Geo 3,Geo 3,,,,,
9,29-Jul,1,1,0.17,70,62,Geo 3,Geo 2,,,,,
9,29-Jul,1,1,0.3,34,31,Geo 1,Geo 2,,,,,
9,29-Jul,1,1,0.1,30,12,Geo 4,Geo 2,,,,,
9,29-Jul,1,1,0.19,92,78,Geo 4,Geo 4,,,,,
10,29-Jul,1,1,0.09,37,21,Geo 4,Geo 3,,,,,
10,29-Jul,1,1,0.16,87,78,Geo 1,Geo 2,,,,,
10,29-Jul,1,1,0.24,63,48,Geo 1,Geo 2,,,,,
10,29-Jul,1,1,0.36,44,32,Geo 3,Geo 3,,,,,
10,29-Jul,1,1,0.08,30,14,Geo 4,Geo 2,,,,,
11,29-Jul,1,1,0.29,72,68,Geo 2,Geo 2,,,,,
11,29-Jul,1,1,0.13,37,23,Geo 2,Geo 2,,,,,
11,29-Jul,1,1,0.21,37,18,Geo 2,Geo 2,,,,,
11,29-Jul,2,1,0.41,75,70,Geo 2,Geo 3,,,,,
11,29-Jul,1,1,0.37,37,30,Geo 1,Geo 1,,,,,
12,29-Jul,1,1,0.17,92,81,Geo 4,Geo 1,,,,,
12,29-Jul,1,1,0.25,41,32,Geo 1,Geo 2,,,,,
13,29-Jul,1,1,0.4,70,65,Geo 4,Geo 4,,,,,
12,29-Jul,1,1,0.23,71,62,Geo 3,Geo 2,,,,,
12,29-Jul,1,1,0.13,33,21,Geo 3,Geo 3,,,,,
12,29-Jul,1,1,0.24,48,40,Geo 2,Geo 1,,,,,
12,29-Jul,2,1,0.32,39,34,Geo 2,Geo 5,,,,,
12,29-Jul,1,1,0.39,42,32,Geo 1,Geo 2,,,,,
12,29-Jul,1,1,0.29,62,59,Geo 3,Geo 5,,,,,
12,29-Jul,1,1,0.11,47,42,Geo 2,Geo 3,,,,,
12,29-Jul,1,1,0.33,34,26,Geo 2,Geo 5,,,,,
13,29-Jul,1,1,0.14,49,43,Geo 2,Geo 1,,,,,
13,29-Jul,1,1,0.15,61,60,Geo 2,Geo 2,,,,,
13,29-Jul,1,1,0.39,51,43,Geo 3,Geo 1,,,,,
13,29-Jul,1,1,0.36,95,82,Geo 1,Geo 1,,,,,
13,29-Jul,1,1,0.25,78,70,Geo 2,Geo 4,,,,,
13,29-Jul,3,1,0.47,33,14,Geo 3,Geo 5,,,,,
13,29-Jul,1,1,0.31,31,16,Geo 2,Geo 2,,,,,
14,29-Jul,1,1,0.05,83,68,Geo 2,Geo 2,,,,,
14,29-Jul,1,1,0.12,34,31,Geo 4,Geo 3,,,,,
14,29-Jul,1,1,0.18,49,37,Geo 1,Geo 3,,,,,
14,29-Jul,1,1,0.11,78,77,Geo 4,Geo 1,,,,,
14,29-Jul,1,1,0.39,38,31,Geo 1,Geo 2,,,,,
14,29-Jul,1,1,0.46,36,34,Geo 4,Geo 2,,,,,
14,29-Jul,1,1,0.46,32,21,Geo 4,Geo 4,,,,,
14,29-Jul,1,1,0.16,96,87,Geo 1,Geo 2,,,,,
15,29-Jul,1,1,0.39,69,64,Geo 2,Geo 5,,,,,
15,29-Jul,1,1,0.14,39,20,Geo 3,Geo 4,,,,,
15,29-Jul,1,1,0.3,34,20,Geo 4,Geo 4,,,,,
15,29-Jul,1,1,0.22,31,26,Geo 1,Geo 3,,,,,
15,29-Jul,1,1,0.4,68,50,Geo 2,Geo 4,,,,,
15,29-Jul,1,1,0.06,99,88,Geo 4,Geo 2,,,,,
15,29-Jul,1,1,0.4,45,31,Geo 2,Geo 1,,,,,
15,29-Jul,1,1,0.28,61,60,Geo 2,Geo 2,,,,,
15,29-Jul,1,1,0.45,63,61,Geo 4,Geo 2,,,,,
16,29-Jul,1,1,0.15,32,26,Geo 2,Geo 4,,,,,
16,29-Jul,1,1,0.02,31,27,Geo 3,Geo 1,,,,,
16,29-Jul,1,1,0.49,40,37,Geo 4,Geo 4,,,,,
16,29-Jul,1,1,0.47,43,36,Geo 4,Geo 2,,,,,
16,29-Jul,1,1,0.05,55,54,Geo 2,Geo 1,,,,,
16,29-Jul,1,1,0.02,40,30,Geo 1,Geo 1,,,,,
16,29-Jul,1,1,0.26,81,79,Geo 3,Geo 4,,,,,
16,29-Jul,1,1,0.3,82,72,Geo 3,Geo 3,,,,,
17,29-Jul,1,1,0.01,63,62,Geo 2,Geo 4,,,,,
17,29-Jul,1,1,0.27,41,26,Geo 3,Geo 3,,,,,
17,29-Jul,1,1,0.23,35,24,Geo 3,Geo 2,,,,,
17,29-Jul,1,1,0.11,68,60,Geo 4,Geo 4,,,,,
17,29-Jul,1,1,0.11,87,85,Geo 2,Geo 4,,,,,
17,29-Jul,1,1,0.04,48,44,Geo 1,Geo 2,,,,,
16,29-Jul,1,1,0.26,44,32,Geo 2,Geo 3,,,,,
17,29-Jul,1,1,0.23,33,15,Geo 2,Geo 1,,,,,
17,29-Jul,1,1,0.2,53,43,Geo 4,Geo 5,,,,,
17,29-Jul,1,1,0.12,43,35,Geo 1,Geo 3,,,,,
17,29-Jul,1,1,0.05,39,26,Geo 4,Geo 4,,,,,
17,29-Jul,1,1,0.43,58,46,Geo 1,Geo 1,,,,,
17,29-Jul,1,1,0.04,51,42,Geo 2,Geo 2,,,,,
17,29-Jul,1,1,0.39,33,25,Geo 3,Geo 2,,,,,
17,29-Jul,1,1,0.14,44,38,Geo 4,Geo 4,,,,,
17,29-Jul,1,1,0.28,59,53,Geo 1,Geo 2,,,,,
17,29-Jul,1,1,0.43,33,27,Geo 1,Geo 2,,,,,
18,29-Jul,1,1,0.1,30,28,Geo 2,Geo 2,,,,,
19,29-Jul,1,1,0.2,46,32,Geo 2,Geo 2,,,,,
18,29-Jul,1,1,0.01,33,28,Geo 1,Geo 1,,,,,
18,29-Jul,1,1,0.39,74,50,Geo 2,Geo 3,,,,,
18,29-Jul,1,1,0.11,41,22,Geo 2,Geo 3,,,,,
16,29-Jul,1,1,0.34,38,34,Geo 4,Geo 3,,,,,
